campaign_id,platform,campaign_objective,ad_placement,device_type,creative_format,retargeting_flag,quarter,impressions,clicks,conversions,ad_spend,revenue,profit,CTR,CPC,conversion_rate,CPA,ROAS,budget_action
CAMP_07811,Twitter,Lead Generation,Stories,Mobile,Story,False,2,8319,64,3,165.76,1766.52,1600.76,0.769,2.59,4.688,55.25,10.66,Hold
CAMP_04423,LinkedIn,Conversions,Search,Desktop,Image,True,4,6225,202,18,1195.84,2794.41,1598.57,3.245,5.92,8.911,66.44,2.34,Hold
CAMP_00454,Twitter,App Installs,Search,Tablet,Video,True,2,7631,471,16,791.28,2387.76,1596.48,6.172,1.68,3.397,49.46,3.02,Hold
CAMP_06378,Facebook,Conversions,Display Network,Mobile,Carousel,False,4,5000,166,4,285.52,1881.83,1596.31,3.32,1.72,2.41,71.38,6.59,Hold
CAMP_08153,Facebook,Brand Awareness,Feed,Desktop,Video,False,3,32778,733,15,820.96,2415.29,1594.33,2.236,1.12,2.046,54.73,2.94,Hold
CAMP_03531,Twitter,Lead Generation,Feed,Tablet,Image,False,1,22511,369,4,261.99,1852.35,1590.36,1.639,0.71,1.084,65.5,7.07,Hold
CAMP_08951,Instagram,Lead Generation,Search,Desktop,Text,True,3,5000,79,4,202.24,1783.92,1581.68,1.58,2.56,5.063,50.56,8.82,Hold
CAMP_08133,Facebook,Engagement,Stories,Tablet,Image,False,1,27199,398,3,262.68,1827.05,1564.37,1.463,0.66,0.754,87.56,6.96,Hold
CAMP_03629,Twitter,Conversions,Stories,Mobile,Carousel,False,3,37253,640,8,640.0,2204.0,1564.0,1.718,1.0,1.25,80.0,3.44,Hold
CAMP_09309,Twitter,Brand Awareness,Display Network,Desktop,Image,True,4,9061,365,10,375.95,1930.55,1554.6,4.028,1.03,2.74,37.6,5.14,Hold
CAMP_04800,TikTok,Conversions,Display Network,Desktop,Image,False,2,32987,226,4,329.96,1879.04,1549.08,0.685,1.46,1.77,82.49,5.69,Hold
CAMP_01505,Facebook,Lead Generation,Display Network,Tablet,Carousel,False,2,6345,62,4,87.42,1631.75,1544.33,0.977,1.41,6.452,21.86,18.67,Hold
CAMP_08603,Google Ads,App Installs,Feed,Mobile,Story,True,1,11130,183,8,675.27,2218.24,1542.97,1.644,3.69,4.372,84.41,3.28,Hold
CAMP_08239,Google Ads,Conversions,Display Network,Mobile,Image,False,4,61889,1725,44,2087.25,3629.75,1542.5,2.787,1.21,2.551,47.44,1.74,Hold
CAMP_02109,Facebook,Lead Generation,Search,Desktop,Video,False,1,5000,178,7,361.34,1903.09,1541.75,3.56,2.03,3.933,51.62,5.27,Hold
CAMP_02790,Facebook,Engagement,In-Stream Video,Tablet,Image,False,1,25440,181,4,121.27,1660.56,1539.29,0.711,0.67,2.21,30.32,13.69,Hold
CAMP_07624,Instagram,Conversions,Feed,Mobile,Video,False,3,11738,221,8,731.51,2267.7,1536.19,1.883,3.31,3.62,91.44,3.1,Hold
CAMP_02115,Instagram,Conversions,In-Stream Video,Tablet,Carousel,False,1,12079,119,6,272.51,1807.2,1534.69,0.985,2.29,5.042,45.42,6.63,Hold
CAMP_08783,Google Ads,Lead Generation,Search,Desktop,Video,False,1,27405,1085,46,3211.6,4744.39,1532.79,3.959,2.96,4.24,69.82,1.48,Hold
CAMP_05872,Google Ads,Lead Generation,Stories,Desktop,Video,False,3,13946,300,16,1182.0,2711.66,1529.66,2.151,3.94,5.333,73.88,2.29,Hold
CAMP_08004,TikTok,App Installs,Search,Desktop,Image,True,2,16283,656,7,347.68,1872.81,1525.13,4.029,0.53,1.067,49.67,5.39,Hold
CAMP_08292,Facebook,Conversions,Feed,Mobile,Interactive,True,2,8342,199,3,248.75,1773.27,1524.52,2.386,1.25,1.508,82.92,7.13,Hold
CAMP_01457,Facebook,Conversions,Feed,Desktop,Image,False,2,36129,206,21,708.64,2232.94,1524.3,0.57,3.44,10.194,33.74,3.15,Hold
CAMP_04776,TikTok,Conversions,Search,Tablet,Image,False,1,28218,434,7,447.02,1968.0,1520.98,1.538,1.03,1.613,63.86,4.4,Hold
CAMP_07362,Google Ads,Lead Generation,Feed,Desktop,Video,False,4,6724,45,3,217.8,1738.77,1520.97,0.669,4.84,6.667,72.6,7.98,Hold
CAMP_01835,Facebook,Conversions,Display Network,Mobile,Text,False,1,9496,88,4,292.16,1810.9,1518.74,0.927,3.32,4.545,73.04,6.2,Hold
CAMP_01570,TikTok,Lead Generation,Display Network,Desktop,Text,False,4,46270,350,6,343.0,1860.64,1517.64,0.756,0.98,1.714,57.17,5.42,Hold
CAMP_03665,Facebook,Conversions,Search,Mobile,Image,False,4,5000,182,4,240.24,1756.18,1515.94,3.64,1.32,2.198,60.06,7.31,Hold
CAMP_00019,Google Ads,Lead Generation,Search,Mobile,Image,False,2,5000,129,6,516.0,2030.81,1514.81,2.58,4.0,4.651,86.0,3.94,Hold
CAMP_09341,Twitter,Conversions,Feed,Desktop,Text,False,3,8262,86,4,61.92,1574.09,1512.17,1.041,0.72,4.651,15.48,25.42,Hold
CAMP_01416,Facebook,Engagement,Stories,Mobile,Text,False,1,24417,417,12,1096.71,2605.83,1509.12,1.708,2.63,2.878,91.39,2.38,Hold
CAMP_02583,TikTok,Lead Generation,Feed,Desktop,Image,False,1,22798,831,9,282.54,1790.25,1507.71,3.645,0.34,1.083,31.39,6.34,Hold
CAMP_08340,Facebook,Conversions,Stories,Mobile,Video,False,2,32188,475,9,831.25,2337.66,1506.41,1.476,1.75,1.895,92.36,2.81,Hold
CAMP_07245,Facebook,Lead Generation,Feed,Desktop,Video,False,4,5000,68,2,103.36,1609.34,1505.98,1.36,1.52,2.941,51.68,15.57,Hold
CAMP_03669,Twitter,Brand Awareness,Feed,Mobile,Carousel,True,1,10007,202,6,177.76,1675.7,1497.94,2.019,0.88,2.97,29.63,9.43,Hold
CAMP_04359,Twitter,Conversions,Search,Mobile,Text,False,4,9486,148,3,108.04,1598.3,1490.26,1.56,0.73,2.027,36.01,14.79,Hold
CAMP_08411,Facebook,Lead Generation,Display Network,Mobile,Text,True,2,11561,73,3,197.83,1688.04,1490.21,0.631,2.71,4.11,65.94,8.53,Hold
CAMP_07882,TikTok,Lead Generation,Search,Desktop,Image,False,2,20982,191,4,231.11,1718.91,1487.8,0.91,1.21,2.094,57.78,7.44,Hold
CAMP_00399,Facebook,Conversions,Display Network,Mobile,Image,False,4,18175,358,16,1231.52,2718.04,1486.52,1.97,3.44,4.469,76.97,2.21,Hold
CAMP_05679,Twitter,Conversions,Search,Desktop,Video,False,2,6036,180,6,271.8,1754.59,1482.79,2.982,1.51,3.333,45.3,6.46,Hold
CAMP_05740,Facebook,Lead Generation,Display Network,Mobile,Video,True,3,6996,141,3,260.85,1736.39,1475.54,2.015,1.85,2.128,86.95,6.66,Hold
CAMP_00801,Facebook,Conversions,Stories,Mobile,Image,False,1,52497,739,13,1182.4,2653.78,1471.38,1.408,1.6,1.759,90.95,2.24,Hold
CAMP_05536,Twitter,Brand Awareness,Search,Desktop,Image,False,1,16149,519,5,399.63,1869.02,1469.39,3.214,0.77,0.963,79.93,4.68,Hold
CAMP_06746,Facebook,Engagement,Display Network,Desktop,Carousel,False,1,15099,260,9,717.6,2182.34,1464.74,1.722,2.76,3.462,79.73,3.04,Hold
CAMP_08666,Facebook,Conversions,Feed,Mobile,Image,True,4,5001,82,2,107.42,1571.66,1464.24,1.64,1.31,2.439,53.71,14.63,Hold
CAMP_00346,Facebook,Conversions,Search,Desktop,Video,False,1,8195,487,21,1611.97,3073.39,1461.42,5.943,3.31,4.312,76.76,1.91,Hold
CAMP_06100,Twitter,App Installs,Feed,Mobile,Story,True,1,74368,1167,16,1143.66,2604.04,1460.38,1.569,0.98,1.371,71.48,2.28,Hold
CAMP_05684,TikTok,Lead Generation,Feed,Mobile,Story,False,2,27658,150,4,277.5,1737.87,1460.37,0.542,1.85,2.667,69.38,6.26,Hold
CAMP_08283,Google Ads,App Installs,Stories,Desktop,Carousel,False,1,13705,320,27,1254.4,2713.66,1459.26,2.335,3.92,8.438,46.46,2.16,Hold
CAMP_09856,TikTok,Lead Generation,Feed,Mobile,Video,False,4,8372,210,3,205.8,1662.28,1456.48,2.508,0.98,1.429,68.6,8.08,Hold
CAMP_00330,Twitter,Lead Generation,Search,Desktop,Image,False,2,21609,491,8,559.74,2015.0,1455.26,2.272,1.14,1.629,69.97,3.6,Hold
CAMP_04049,Twitter,App Installs,Stories,Desktop,Image,False,1,41582,407,13,325.6,1776.16,1450.56,0.979,0.8,3.194,25.05,5.46,Hold
CAMP_09120,Twitter,App Installs,Search,Desktop,Text,False,1,5000,138,3,229.08,1676.81,1447.73,2.76,1.66,2.174,76.36,7.32,Hold
CAMP_01123,Facebook,App Installs,Stories,Tablet,Carousel,True,3,21570,192,3,178.56,1622.68,1444.12,0.89,0.93,1.562,59.52,9.09,Hold
CAMP_09191,TikTok,App Installs,Search,Mobile,Video,False,4,9025,197,4,151.69,1592.75,1441.06,2.183,0.77,2.03,37.92,10.5,Hold
CAMP_09357,TikTok,Conversions,Feed,Mobile,Video,True,4,7892,265,5,180.2,1613.74,1433.54,3.358,0.68,1.887,36.04,8.96,Hold
CAMP_08105,Facebook,Conversions,Feed,Desktop,Interactive,False,1,29495,441,10,771.75,2204.03,1432.28,1.495,1.75,2.268,77.18,2.86,Hold
CAMP_08066,TikTok,Brand Awareness,Feed,Desktop,Text,False,4,26109,666,5,399.6,1825.21,1425.61,2.551,0.6,0.751,79.92,4.57,Hold
CAMP_06967,Facebook,Conversions,In-Stream Video,Mobile,Image,False,2,16560,462,7,512.82,1937.93,1425.11,2.79,1.11,1.515,73.26,3.78,Hold
CAMP_05791,TikTok,Lead Generation,Display Network,Mobile,Text,True,1,54300,954,11,1011.24,2435.69,1424.45,1.757,1.06,1.153,91.93,2.41,Hold
CAMP_09409,Facebook,Brand Awareness,Feed,Mobile,Story,False,1,23033,178,2,183.34,1605.57,1422.23,0.773,1.03,1.124,91.67,8.76,Hold
CAMP_05153,Instagram,App Installs,Display Network,Mobile,Image,True,1,17493,360,6,424.8,1842.05,1417.25,2.058,1.18,1.667,70.8,4.34,Hold
CAMP_08999,Facebook,Brand Awareness,Feed,Mobile,Video,False,2,17982,588,10,846.72,2259.63,1412.91,3.27,1.44,1.701,84.67,2.67,Hold
CAMP_04528,Facebook,App Installs,Feed,Mobile,Video,False,1,5038,126,4,309.96,1719.52,1409.56,2.501,2.46,3.175,77.49,5.55,Hold
CAMP_06403,Facebook,Lead Generation,Stories,Desktop,Carousel,False,4,9356,290,7,319.0,1726.29,1407.29,3.1,1.1,2.414,45.57,5.41,Hold
CAMP_03337,Twitter,App Installs,Stories,Mobile,Video,True,4,5865,248,3,285.2,1685.83,1400.63,4.228,1.15,1.21,95.07,5.91,Hold
CAMP_02049,TikTok,Lead Generation,In-Stream Video,Mobile,Image,True,1,23267,448,8,698.88,2098.49,1399.61,1.925,1.56,1.786,87.36,3.0,Hold
CAMP_04764,Facebook,Lead Generation,Stories,Desktop,Carousel,False,3,8161,212,7,542.72,1941.34,1398.62,2.598,2.56,3.302,77.53,3.58,Hold
CAMP_00846,Twitter,Lead Generation,In-Stream Video,Desktop,Carousel,True,1,5806,83,6,92.96,1491.08,1398.12,1.43,1.12,7.229,15.49,16.04,Hold
CAMP_09858,Twitter,Conversions,Feed,Mobile,Carousel,False,3,19184,260,5,135.2,1532.89,1397.69,1.355,0.52,1.923,27.04,11.34,Hold
CAMP_08140,Twitter,Lead Generation,Feed,Mobile,Text,True,3,21159,242,3,150.04,1546.56,1396.52,1.144,0.62,1.24,50.01,10.31,Hold
CAMP_02036,Facebook,Lead Generation,Search,Desktop,Image,False,1,6118,52,3,67.08,1460.66,1393.58,0.85,1.29,5.769,22.36,21.77,Hold
CAMP_00955,Twitter,Lead Generation,Stories,Mobile,Image,False,1,16336,322,5,421.82,1815.16,1393.34,1.971,1.31,1.553,84.36,4.3,Hold
CAMP_00951,Google Ads,Conversions,Sidebar,Mobile,Story,False,4,20842,155,4,289.85,1682.55,1392.7,0.744,1.87,2.581,72.46,5.8,Hold
CAMP_06622,TikTok,Lead Generation,Feed,Mobile,Image,True,1,5000,160,5,131.2,1523.8,1392.6,3.2,0.82,3.125,26.24,11.61,Hold
CAMP_00531,TikTok,Conversions,Feed,Mobile,Carousel,False,2,35687,246,6,302.58,1689.79,1387.21,0.689,1.23,2.439,50.43,5.58,Hold
CAMP_03742,Google Ads,Conversions,Feed,Tablet,Image,True,2,5000,63,4,349.02,1735.78,1386.76,1.26,5.54,6.349,87.26,4.97,Hold
CAMP_04995,TikTok,Brand Awareness,Feed,Desktop,Image,False,1,17656,261,11,336.69,1716.46,1379.77,1.478,1.29,4.215,30.61,5.1,Hold
CAMP_02375,Twitter,Conversions,Display Network,Tablet,Interactive,True,2,5000,78,3,131.82,1499.89,1368.07,1.56,1.69,3.846,43.94,11.38,Hold
CAMP_04544,Google Ads,Lead Generation,Search,Desktop,Video,False,4,5000,400,14,1116.0,2482.17,1366.17,8.0,2.79,3.5,79.71,2.22,Hold
CAMP_00013,Instagram,Conversions,Feed,Tablet,Carousel,True,1,21707,531,8,276.12,1634.77,1358.65,2.446,0.52,1.507,34.52,5.92,Hold
CAMP_07278,TikTok,Brand Awareness,Stories,Desktop,Video,False,3,16931,174,7,203.58,1559.92,1356.34,1.028,1.17,4.023,29.08,7.66,Hold
CAMP_05659,Google Ads,Engagement,Feed,Desktop,Story,True,1,5349,49,4,166.6,1519.31,1352.71,0.916,3.4,8.163,41.65,9.12,Hold
CAMP_02598,Facebook,Lead Generation,Display Network,Mobile,Image,False,4,5183,179,8,315.04,1667.66,1352.62,3.454,1.76,4.469,39.38,5.29,Hold
CAMP_00988,Google Ads,Lead Generation,Stories,Desktop,Text,True,2,43217,185,7,610.5,1961.33,1350.83,0.428,3.3,3.784,87.21,3.21,Hold
CAMP_07093,Instagram,Conversions,Display Network,Mobile,Image,True,1,22870,218,4,198.38,1548.62,1350.24,0.953,0.91,1.835,49.6,7.81,Hold
CAMP_08005,Twitter,Conversions,Feed,Mobile,Video,False,4,54619,1469,36,2923.31,4271.13,1347.82,2.69,1.99,2.451,81.2,1.46,Hold
CAMP_07040,LinkedIn,Conversions,Sidebar,Tablet,Carousel,False,2,6160,100,6,586.0,1918.05,1332.05,1.623,5.86,6.0,97.67,3.27,Hold
CAMP_02515,TikTok,Conversions,Stories,Mobile,Image,False,2,7418,235,3,75.2,1400.01,1324.81,3.168,0.32,1.277,25.07,18.62,Hold
CAMP_04362,TikTok,Conversions,Search,Desktop,Image,False,1,14279,125,5,91.25,1414.6,1323.35,0.875,0.73,4.0,18.25,15.5,Hold
CAMP_03604,Facebook,Lead Generation,Display Network,Desktop,Image,False,1,6369,79,5,109.02,1431.82,1322.8,1.24,1.38,6.329,21.8,13.13,Hold
CAMP_01011,Facebook,Lead Generation,Search,Mobile,Interactive,False,4,29263,729,6,532.17,1852.56,1320.39,2.491,0.73,0.823,88.7,3.48,Hold
CAMP_01838,TikTok,Lead Generation,Stories,Mobile,Image,False,4,20608,532,6,473.48,1787.01,1313.53,2.582,0.89,1.128,78.91,3.77,Hold
CAMP_03649,Facebook,Conversions,Stories,Mobile,Video,False,1,20718,818,12,793.46,2106.56,1313.1,3.948,0.97,1.467,66.12,2.65,Hold
CAMP_04754,Facebook,Lead Generation,Feed,Mobile,Image,False,1,5000,126,3,167.58,1477.7,1310.12,2.52,1.33,2.381,55.86,8.82,Hold
CAMP_07178,Facebook,Conversions,Feed,Mobile,Carousel,True,3,111579,2393,26,2201.56,3511.12,1309.56,2.145,0.92,1.087,84.68,1.59,Hold
CAMP_01330,Google Ads,Lead Generation,In-Stream Video,Desktop,Image,True,1,5134,37,5,93.61,1396.27,1302.66,0.721,2.53,13.514,18.72,14.92,Hold
CAMP_05968,Facebook,Brand Awareness,Search,Tablet,Video,True,4,21168,1176,41,2493.12,3792.7,1299.58,5.556,2.12,3.486,60.81,1.52,Hold
CAMP_07508,LinkedIn,Lead Generation,Feed,Desktop,Story,True,3,15357,156,12,496.08,1791.73,1295.65,1.016,3.18,7.692,41.34,3.61,Hold
CAMP_04831,Facebook,Conversions,Feed,Mobile,Image,False,2,70819,498,7,283.86,1577.31,1293.45,0.703,0.57,1.406,40.55,5.56,Hold
CAMP_02240,Instagram,Lead Generation,Feed,Mobile,Video,False,2,18830,319,6,516.78,1795.93,1279.15,1.694,1.62,1.881,86.13,3.48,Hold
CAMP_06779,Facebook,Engagement,Stories,Desktop,Carousel,False,1,10469,144,4,100.8,1379.73,1278.93,1.375,0.7,2.778,25.2,13.69,Hold
CAMP_05041,Facebook,Conversions,Sidebar,Mobile,Video,False,2,13812,219,8,256.23,1534.98,1278.75,1.586,1.17,3.653,32.03,5.99,Hold
CAMP_09233,Facebook,App Installs,Search,Mobile,Video,False,2,10646,173,5,242.2,1515.52,1273.32,1.625,1.4,2.89,48.44,6.26,Hold
CAMP_06928,Google Ads,Conversions,Feed,Mobile,Video,False,2,25561,272,7,658.24,1928.79,1270.55,1.064,2.42,2.574,94.03,2.93,Hold
CAMP_07276,Facebook,App Installs,Feed,Desktop,Video,False,1,26066,274,13,446.62,1712.72,1266.1,1.051,1.63,4.745,34.36,3.83,Hold
CAMP_07635,Facebook,Conversions,Stories,Desktop,Video,False,1,98472,1707,82,4096.8,5360.4,1263.6,1.733,2.4,4.804,49.96,1.31,Hold
CAMP_04073,Facebook,Conversions,Stories,Desktop,Image,False,1,13786,188,9,518.88,1782.42,1263.54,1.364,2.76,4.787,57.65,3.44,Hold
CAMP_08742,Facebook,Lead Generation,Stories,Desktop,Image,False,4,10895,67,5,135.34,1392.88,1257.54,0.615,2.02,7.463,27.07,10.29,Hold
CAMP_01073,Facebook,Brand Awareness,Feed,Desktop,Image,True,3,5795,87,2,105.27,1355.26,1249.99,1.501,1.21,2.299,52.64,12.87,Hold
CAMP_06037,Facebook,Conversions,Feed,Mobile,Image,True,4,9805,286,12,371.8,1618.14,1246.34,2.917,1.3,4.196,30.98,4.35,Hold
CAMP_04405,Facebook,Engagement,Display Network,Desktop,Text,True,2,8628,151,9,152.51,1396.38,1243.87,1.75,1.01,5.96,16.95,9.16,Hold
CAMP_08024,Instagram,Lead Generation,Stories,Desktop,Story,False,3,17857,79,2,71.89,1313.76,1241.87,0.442,0.91,2.532,35.94,18.27,Hold
CAMP_04109,TikTok,App Installs,Feed,Desktop,Image,False,3,21924,300,3,222.0,1461.84,1239.84,1.368,0.74,1.0,74.0,6.58,Hold
CAMP_02646,Facebook,Lead Generation,Feed,Mobile,Image,True,2,12960,67,3,127.3,1366.98,1239.68,0.517,1.9,4.478,42.43,10.74,Hold
CAMP_04269,Twitter,Conversions,Feed,Mobile,Image,False,2,65273,394,7,429.46,1666.69,1237.23,0.604,1.09,1.777,61.35,3.88,Hold
CAMP_00367,TikTok,Engagement,In-Stream Video,Desktop,Video,True,1,5000,228,10,576.84,1802.8,1225.96,4.56,2.53,4.386,57.68,3.13,Hold
CAMP_06023,Google Ads,App Installs,Feed,Desktop,Image,False,1,12805,163,4,329.26,1554.13,1224.87,1.273,2.02,2.454,82.32,4.72,Hold
CAMP_07667,Facebook,Conversions,Feed,Desktop,Image,False,3,10868,106,9,184.44,1407.93,1223.49,0.975,1.74,8.491,20.49,7.63,Hold
CAMP_07239,TikTok,Conversions,Stories,Tablet,Image,False,2,23554,302,3,199.32,1422.35,1223.03,1.282,0.66,0.993,66.44,7.14,Hold
CAMP_02476,Facebook,App Installs,Feed,Mobile,Image,False,4,39341,340,2,190.4,1409.14,1218.74,0.864,0.56,0.588,95.2,7.4,Hold
CAMP_03698,Google Ads,Conversions,Search,Desktop,Image,True,2,11588,188,10,396.68,1614.88,1218.2,1.622,2.11,5.319,39.67,4.07,Hold
CAMP_06917,Facebook,Lead Generation,Search,Desktop,Video,False,3,8411,300,6,177.0,1392.6,1215.6,3.567,0.59,2.0,29.5,7.87,Hold
CAMP_02469,LinkedIn,Lead Generation,Feed,Desktop,Text,False,1,15744,124,17,1182.96,2397.91,1214.95,0.788,9.54,13.71,69.59,2.03,Hold
CAMP_01831,Facebook,Engagement,Feed,Desktop,Text,False,1,17966,452,22,1591.04,2777.31,1186.27,2.516,3.52,4.867,72.32,1.75,Hold
CAMP_07298,TikTok,Lead Generation,Search,Desktop,Text,False,4,5000,161,6,212.52,1395.82,1183.3,3.22,1.32,3.727,35.42,6.57,Hold
CAMP_00643,Facebook,Lead Generation,Feed,Mobile,Image,False,3,11569,160,5,288.0,1464.78,1176.78,1.383,1.8,3.125,57.6,5.09,Hold
CAMP_07523,Facebook,Conversions,Feed,Desktop,Text,True,1,12120,276,4,306.36,1472.72,1166.36,2.277,1.11,1.449,76.59,4.81,Hold
CAMP_00170,Facebook,Conversions,Display Network,Desktop,Story,False,3,6556,215,6,419.25,1559.24,1139.99,3.279,1.95,2.791,69.88,3.72,Hold
CAMP_09308,Google Ads,Conversions,Search,Desktop,Video,False,3,5000,127,15,612.14,1749.7,1137.56,2.54,4.82,11.811,40.81,2.86,Hold
CAMP_06676,Facebook,App Installs,Feed,Desktop,Image,False,1,37851,475,9,650.75,1786.41,1135.66,1.255,1.37,1.895,72.31,2.75,Hold
CAMP_03468,Twitter,Conversions,Stories,Desktop,Carousel,False,3,20417,316,12,492.96,1626.39,1133.43,1.548,1.56,3.797,41.08,3.3,Hold
CAMP_07700,Twitter,Lead Generation,Search,Tablet,Image,False,2,26122,172,4,280.36,1409.56,1129.2,0.658,1.63,2.326,70.09,5.03,Hold
CAMP_00689,TikTok,Conversions,Display Network,Desktop,Image,True,3,43868,1051,23,1639.56,2766.45,1126.89,2.396,1.56,2.188,71.29,1.69,Hold
CAMP_01918,Instagram,Conversions,In-Stream Video,Mobile,Image,True,2,32364,303,8,705.99,1831.55,1125.56,0.936,2.33,2.64,88.25,2.59,Hold
CAMP_04596,Twitter,Conversions,Search,Tablet,Image,False,3,49427,736,11,839.04,1960.64,1121.6,1.489,1.14,1.495,76.28,2.34,Hold
CAMP_08668,Instagram,Brand Awareness,Sidebar,Mobile,Carousel,True,4,6319,219,3,249.66,1364.55,1114.89,3.466,1.14,1.37,83.22,5.47,Hold
CAMP_09817,TikTok,Conversions,Feed,Tablet,Image,False,2,5000,147,2,85.26,1198.81,1113.55,2.94,0.58,1.361,42.63,14.06,Hold
CAMP_06571,Facebook,Conversions,Feed,Mobile,Text,True,2,12830,65,2,150.8,1263.4,1112.6,0.507,2.32,3.077,75.4,8.38,Hold
CAMP_00737,TikTok,Lead Generation,Stories,Mobile,Interactive,True,2,12855,229,4,190.07,1302.49,1112.42,1.781,0.83,1.747,47.52,6.85,Hold
CAMP_07594,Google Ads,App Installs,Search,Tablet,Video,False,2,10784,455,17,1110.2,2216.41,1106.21,4.219,2.44,3.736,65.31,2.0,Hold
CAMP_03905,Facebook,Conversions,Feed,Mobile,Image,False,4,6515,131,6,446.71,1545.2,1098.49,2.011,3.41,4.58,74.45,3.46,Hold
CAMP_01619,Twitter,Conversions,Feed,Mobile,Video,True,1,16191,225,2,148.5,1243.78,1095.28,1.39,0.66,0.889,74.25,8.38,Hold
CAMP_02253,TikTok,Conversions,Search,Mobile,Video,True,1,12533,331,6,112.54,1202.84,1090.3,2.641,0.34,1.813,18.76,10.69,Hold
CAMP_00192,Facebook,App Installs,Search,Desktop,Interactive,False,1,10656,380,8,661.2,1750.35,1089.15,3.566,1.74,2.105,82.65,2.65,Hold
CAMP_05809,Twitter,Conversions,Search,Desktop,Carousel,False,3,99417,1750,18,1050.0,2136.69,1086.69,1.76,0.6,1.029,58.33,2.03,Hold
CAMP_00621,Facebook,Brand Awareness,Stories,Mobile,Story,False,2,34496,659,10,685.36,1770.82,1085.46,1.91,1.04,1.517,68.54,2.58,Hold
CAMP_09786,LinkedIn,Conversions,Feed,Desktop,Image,True,3,10346,156,9,717.6,1800.86,1083.26,1.508,4.6,5.769,79.73,2.51,Hold
CAMP_01820,Facebook,Lead Generation,In-Stream Video,Desktop,Image,False,4,8474,269,6,572.97,1655.4,1082.43,3.174,2.13,2.23,95.5,2.89,Hold
CAMP_05869,Twitter,Conversions,Search,Mobile,Story,True,1,5000,54,2,81.0,1156.07,1075.07,1.08,1.5,3.704,40.5,14.27,Hold
CAMP_07546,TikTok,Brand Awareness,Feed,Tablet,Video,False,4,36008,1430,7,672.1,1741.58,1069.48,3.971,0.47,0.49,96.01,2.59,Hold
CAMP_01069,Facebook,Lead Generation,Feed,Mobile,Video,True,1,70496,480,9,552.0,1619.56,1067.56,0.681,1.15,1.875,61.33,2.93,Hold
CAMP_06458,TikTok,Lead Generation,Feed,Mobile,Interactive,False,3,6565,138,2,190.44,1255.59,1065.15,2.102,1.38,1.449,95.22,6.59,Hold
CAMP_04218,Google Ads,Lead Generation,Feed,Desktop,Carousel,False,3,5148,174,5,419.34,1477.68,1058.34,3.38,2.41,2.874,83.87,3.52,Hold
CAMP_05236,Facebook,Brand Awareness,Stories,Mobile,Image,False,2,41270,366,7,212.28,1268.84,1056.56,0.887,0.58,1.913,30.33,5.98,Hold
CAMP_04495,TikTok,Conversions,Feed,Tablet,Video,False,3,25376,271,6,189.7,1244.67,1054.97,1.068,0.7,2.214,31.62,6.56,Hold
CAMP_05161,Facebook,Conversions,Stories,Mobile,Carousel,True,1,5000,52,2,152.88,1206.22,1053.34,1.04,2.94,3.846,76.44,7.89,Hold
CAMP_09370,Facebook,Conversions,Search,Mobile,Image,False,1,97262,1788,43,1662.84,2712.68,1049.84,1.838,0.93,2.405,38.67,1.63,Hold
CAMP_05868,Instagram,Lead Generation,Display Network,Desktop,Image,False,4,5957,87,3,151.38,1198.79,1047.41,1.46,1.74,3.448,50.46,7.92,Hold
CAMP_06946,Google Ads,Conversions,Feed,Desktop,Video,False,3,6036,65,8,377.0,1421.87,1044.87,1.077,5.8,12.308,47.12,3.77,Hold
CAMP_06188,Twitter,Lead Generation,Feed,Mobile,Interactive,False,1,5000,137,2,157.55,1200.71,1043.16,2.74,1.15,1.46,78.78,7.62,Hold
CAMP_07557,Facebook,Brand Awareness,Search,Desktop,Text,False,4,9590,116,3,161.24,1202.82,1041.58,1.21,1.39,2.586,53.75,7.46,Hold
CAMP_04265,TikTok,Conversions,In-Stream Video,Desktop,Video,False,1,5012,231,5,383.46,1424.85,1041.39,4.609,1.66,2.165,76.69,3.72,Hold
CAMP_00921,TikTok,App Installs,In-Stream Video,Mobile,Interactive,False,4,17312,626,14,1370.94,2411.48,1040.54,3.616,2.19,2.236,97.92,1.76,Hold
CAMP_06555,Instagram,Conversions,Search,Desktop,Image,False,2,9127,147,7,488.04,1518.48,1030.44,1.611,3.32,4.762,69.72,3.11,Hold
CAMP_04364,Twitter,Lead Generation,Feed,Mobile,Video,False,2,10340,168,4,151.2,1180.46,1029.26,1.625,0.9,2.381,37.8,7.81,Hold
CAMP_01977,Facebook,Lead Generation,Feed,Mobile,Image,False,4,5000,95,2,56.05,1083.88,1027.83,1.9,0.59,2.105,28.02,19.34,Hold
CAMP_02779,TikTok,Lead Generation,Display Network,Mobile,Carousel,False,3,192792,355,6,447.3,1473.5,1026.2,0.184,1.26,1.69,74.55,3.29,Hold
CAMP_05323,Google Ads,Lead Generation,Stories,Mobile,Text,False,1,41331,317,8,659.36,1681.32,1021.96,0.767,2.08,2.524,82.42,2.55,Hold
CAMP_06161,Facebook,Brand Awareness,Stories,Tablet,Video,False,1,52532,716,11,1081.16,2102.55,1021.39,1.363,1.51,1.536,98.29,1.94,Hold
CAMP_07928,Google Ads,App Installs,Stories,Desktop,Interactive,False,1,22723,449,9,821.67,1837.62,1015.95,1.976,1.83,2.004,91.3,2.24,Hold
